mirac	1812	36	2300	19.02.2011_09:17	j	18121812
ferre	2903	xl	1100	23.09.2009_08:40	maika_man	jgkjdkgjdkgjjgjfj
climber	0081_o109	l	2100	07.10.2011_11:56	sviter	0081o109
climber	0006_w10_s01	48	5500	07.10.2011_10:59	kurtka_man	0006w10s01
semco	20788_3510	l	1500	06.10.2011_10:49	rub_man	207883510
JP	216-01	xl	1350	22.12.2010_13:19	rub_man	216-01
climber	0128_d224	34	3400	14.11.2010_13:55	j	0128d224
alfa_sel	2042	m	1700	07.10.2011_12:14	poluver	20422042
jack_polo	525	2xl	950	05.10.2010_12:28	rub_man	74892998fhndn
levis_utepl	812538	32	1100	05.01.2010_18:43	j	812538
