armani	5011_krasn	1	900	10.09.2009_09:36	maika	fvsdsdfsdcxds
pakko	676	1ser	600	30.06.2011_10:14	maika_girl	676676676
simply_girl	5850	30	2100	02.09.2009_09:34	j	dfghhjik
r_marks	tn17bn	31	1600	15.02.2011_08:53	j_girl	tn17bntn17bn
climber	0183_d269	38	2700	25.03.2011_10:12	j	0183_d269
climber	611	38	1200	21.04.2012_14:31	remni	621s01
climber	0842_d148_s01	46	2300	30.08.2009_13:40	j	8698976098668_8698976098675_8698976100927_8698976100934_8698976100958
tonelli	01035_476/3	3xl	1350	30.05.2011_10:29	rub_man	01035_476/3
tonelli	01035_468/6	4xl	1350	30.05.2011_10:30	rub_man	01035_486/6
santoryo	5716	56	1700	30.05.2011_09:18	kapri_man	57165716
into	8016_bezh	4xl	850	09.03.2012_10:56	maika	8016_bazh
into	8016_black	4xl	850	09.03.2012_10:58	maika	8016black
avic	608bat	6xl	1400	07.12.2011_12:23	triko	608bat
climber	0636	40	1200	07.12.2011_13:55	remni	06360636
vip_bonis	874	36	1600	04.04.2012_12:51	j	874874
cup_heart	552	34	1950	28.08.2009_11:55	j	f345jp
climber	0408_g229_s01	28	2900	09.03.2012_11:06	j	0408g229s01
climber	611	33	1200	21.04.2012_14:31	remni	621s01
score	498_sin	l	1100	30.05.2011_09:11	rub_man	498_sin
jordan	058-294	29	1300	01.03.2010_03:12	kapri	jfjjsjfgjjsjgj4243j
