climber	0128_d224	38	3400	14.11.2010_13:55	j	0128d224
climber	0077_d255	34	2900	14.11.2010_13:42	j	0077d125
mirac	1955	34	2100	07.12.2011_13:49	j	19551955
kurosawa	003	28	1600	19.04.2011_12:23	j	00300330000
climber	0992_d148_s01	34	2400	16.03.2010_01:43	j	8698976074815_8698976101528_8698976101511_8698976074839_8698976074808_8698976074792_8698976101535_8698976074822
mirac	1955	30	2100	07.12.2011_13:49	j	19551955
mirac	1955	32	2100	07.12.2011_13:49	j	19551955
ferre	2557	2xl	950	08.09.2009_12:29	maika_men	hjfrjjj4j2jj443
mcl	23187	xl	950	26.06.2010_13:56	maika_man	766t6rfgfr5ert
racing	1131	34	1700	25.12.2011_10:31	j	11311131
