jack_polo	227-01	xl	1000	11.04.2012_14:27	rub_man	hjhyfuh376872
climber	0103_p307_d35	2xl	1300	30.05.2012_14:17	rub	0103p307d35
climber	0138_p294_s013	2xl	1300	14.07.2012_11:02	rub	0138p294s013
fellinaz	713	2	1500	30.03.2013_10:48	bluza	344234892904
modakol	13047	46	2600	23.05.2013_11:10	bryki	77384828828482728
tello	0981	32	1800	06.10.2010_15:13	j	875483927829689387276776
climber	0447_s292_s008	34	2700	02.06.2012_09:51	j	0447s292s008
orjeans	0477	30	1600	23.05.2013_11:24	sherty	582952958925899285
climber	0141_o002_k14	m	1100	30.03.2013_11:25	maika	8578387933693
cocoon	338	2xl	1650	23.05.2013_10:53	plat'e	8348892928282959
cocoon	767	l	1900	23.05.2013_10:37	kostym	828828288289499
cocoon	715	xl	2200	23.05.2013_10:39	kostym	4989289289289282
climber	0043_t026_m11	33	2700	01.04.2011_15:04	j	85886584869368863963
darkwin	5499_krasn	2xl	1500	25.10.2012_11:49	bluzon	838498284414563t
mari_mar	2432	42	2500	23.05.2013_11:06	bryki	9399593493002059
sensi	7585	42	1500	29.05.2010_11:00	bluza	1905155024590
modakol	3693	38	2200	01.07.2011_15:37	bryki_girl	36933693
climber	0078_s464_s040	36	2800	30.03.2013_11:33	j	7358758782728278
jp	0702	m	1300	14.07.2012_13:25	rub	07020702
porshe	0360	29	1600	23.05.2013_11:26	sherty	85439859289829
maraton	1102_zelen	m	800	14.07.2012_10:53	polo	1102zelen
armani	3056	xl	650	17.04.2010_00:23	maika_man	jtkghkjgddg
climber	668_l108_w029	34	3300	23.05.2013_11:43	j	883582859295892589829
impass	2363	36	2500	30.03.2013_11:21	j	837598329509280
semco	8118-13	5xl	1200	14.04.2010_22:30	rubashka_men	3400000036431
madmext	1090_black	l	850	30.05.2012_14:57	maik	1090black
felicita	2440	1roz	900	30.06.2011_10:19	maika_girl	24402440
miarte	4119	1	1600	17.12.2009_09:51	tunika	3206395963174
climber	201_o161_w001	xl	1500	23.05.2013_11:42	batn	738352852295829689
mario	0019	31	1500	02.06.2012_09:42	short_man	00987654567897567
climber	672_b029	34	1200	13.06.2012_10:48	remen	672b029
cocoon	767	s	1900	23.05.2013_10:37	kostym	828828288289499
into	152	44	1800	23.05.2013_11:17	kapri	888283829349588492
climber	0220_g158_w03	36	2900	30.05.2011_11:08	j	0220g158
climber	836_c015	36	1300	23.05.2013_11:49	rem	252859285925892859592
climber	425_g184_s037	31	2800	09.03.2012_11:10	j	425_g184_s037
climber	0169_o002_s028	s	1100	14.07.2012_10:55	polo	0169o002s028
abercromhie	1892_kletka	34	900	29.05.2010_13:01	shorty	hfhhdjjdjd
mirac	1818	34	1900	09.07.2011_14:03	j	18188118
semco	7203-03	m	1100	15.07.2012_13:58	rubashka_men	3400000023301
climber	0209_g157	31	2700	25.03.2011_09:59	j	0209g157
climber	0049_p297_d18	xl	1300	14.07.2012_10:59	rub	0049p297d18
climber	0298_g216_s01	32	2900	09.03.2012_11:02	j	0298g216s01
