climber	0066_0106_black	xl	850	25.03.2011_10:56	maika_man	0066_0106black
climber	0081_0102_belaya	l	900	25.03.2011_10:58	maika_man	00810102belaya
climber	0158_d271	29	2500	25.03.2011_10:10	j	0158d271
climber	0184_g096	32	2500	25.03.2011_10:11	j	0184g096
ninety_nune	655	34	2200	24.12.2009_09:46	j	ninety_nine
jack_polo_dom	227-01	xl	1000	23.09.2009_09:31	rub_man	hjhyfuh376872
mirac	1695_black	42	1800	26.06.2010_14:00	j	73683673856369396393
voess	427	31	750	30.04.2010_20:47	j	427427
mirac	1816	36	2200	19.02.2011_09:04	j	18161816
spark	1656	31	1600	19.04.2011_12:15	j	165616561656167637
marco_star	1966_bezh	m	750	23.05.2010_13:23	maika_man	1966bezh
climber	0066_0106_black	l	850	25.03.2011_10:56	maika_man	0066_0106black
dangerous	sinii	31	650	05.01.2010_19:07	j	sinii
la_fiera	2995	44	2300	29.05.2010_12:35	plat'e	8968764543546787
kdsh	1914	33	1500	25.03.2011_11:57	j	191419141914
ninety_nine	485	33	2100	29.08.2009_10:15	j	00088878000989
climber	0076_0082_seryi	s	1200	25.03.2011_10:15	batnik	00760082seryi
climber	0076_0082_seryi	l	1200	25.03.2011_10:15	batnik	00760082seryi
climber	0220_g154_s01	30	2800	25.03.2011_09:54	j	0220g154s01
bigrey	08602685	xl	950	11.09.2009_10:18	maika_girl	*W08602685K23XL*
tommy_hilfiger	259	31	2600	19.02.2011_08:58	j	1234567123455
woom	2537	31	2700	29.05.2010_12:22	j	6738758748785782
woom	2659	m	1200	24.06.2010_14:19	rub_man	26592659
kdsh	1914	29	1500	25.03.2011_11:57	j	191419141914
into	215_0330	l	3200	22.10.2009_10:49	kurtka	00002150330000881109
mcl	23279_biryza	2xl	1100	24.06.2010_13:44	maika_man	2355675767
jordan	1068-255	31	2500	19.02.2011_09:22	j	1068-255
jordan_girl	078-115	36	1950	02.09.2009_10:56	j	5454657878
jordan	1068-255	33	2500	19.02.2011_09:22	j	1068-255
