climber	0081_0102_biryza	s	900	25.03.2011_10:59	maika_man	00810102biryza
climber	194_p338_w001	s	1500	25.11.2012_11:31	rub	194p338w001
climber	0447_g244_b030	33	2800	02.06.2012_09:51	j	0447g244b030
mirey	1259-510	38	1850	02.06.2012_11:28	jubka	1259-510
tello	2860	34	2100	15.01.2013_10:16	j	286028602860
climber	447_d495_b030	31	3100	25.11.2012_10:43	j	447d495b030
perzoni	3520	38	1800	04.09.2009_09:55	jubka	3433884010457
racing	1595	32	1650	15.01.2013_10:17	j	1595159556
climber	222_p407_b032	xl	1600	25.11.2012_11:07	rub	222p407b032
climber	0149_o019_b030	xl	1900	24.10.2012_09:53	sviterok	0149o019b030
racing	1595	31	1650	15.01.2013_10:17	j	1595159556
