tommy	7895	30	2400	02.06.2012_09:44	j	789578955689
climber	0072_s459_s039	30	2800	30.03.2013_11:34	j	75857385875875787
climber	0148_g120	33	2300	25.03.2011_10:01	j	0148g120
climber	0081_0102_black	m	900	25.03.2011_11:00	maika_man	00810102black
mirac	1864	33	2100	30.05.2011_10:09	j	186418641864
climber	0506_d591_b029	32	2800	30.03.2013_11:26	j	78258275822592859
climber	463_d570_b030	31	3300	30.03.2013_11:27	j	8578533836386939
climber	0284_d363	34	3100	07.12.2011_13:52	j	284d363
racing	1275	33	1650	06.04.2012_10:09	j	12751275
tonelli	01033_korich	l	1350	06.11.2010_12:29	rub_man	01033_korich
bisa	5857	3	2300	13.05.2012_12:49	bluza	58575565456667788
climber	0182_g160	40	2600	25.03.2011_10:04	j	0182g160
tango	5050	44	2400	24.11.2012_10:46	bryki	82582578587582
arcade	1704	50	3500	21.10.2012_10:42	kurtka_girl	7576788757
climber	0007_d525_g016	29	2900	30.03.2013_11:14	g_girl	6457235728527
climber	0121_m04	1	2600	25.11.2012_11:33	sumka	0121m04
climber	0184_g096	29	2500	25.03.2011_10:11	j	0184g096
climber	0049_p297_d18	m	1300	14.07.2012_10:59	rub	0049p297d18
mcl	23155	l	950	24.06.2010_13:59	maika_man	8786651234567887656889754
into	7384_ser	m	3800	21.10.2012_11:39	kurtka	38897384ser
daniel_babetto	48141	2xl	1250	14.07.2012_11:07	rub	4814148141
nexx	6512	44	2900	25.06.2010_12:23	plat'e	65120101
biratti	0090	46	3200	30.03.2013_10:55	plat'e	64788474884798
franco_benussi	14182	l	3800	30.03.2013_10:46	pidjak	12883829499
raw	3301	2xl	2500	09.09.2009_13:56	kurtka_man	hghfhffghhf
tommy	1449	42	3500	30.03.2013_11:21	j	82t9839503252
into	906-0369_sin	54	2200	30.03.2013_11:20	j	8859388893803863
climber	0766_s040	40	1300	25.11.2012_11:40	rem	0766s040
lacarino	9817	34	2300	07.10.2011_12:01	j_girl	98179817
