karavella	5395	46	1350	21.09.2009_14:35	kapri	01_5395_00
diesel	638	32	2200	24.12.2009_09:30	j	8036254387732
dolce_gabbana	637	29	2400	15.10.2009_11:41	j	lkjhrftyhgfrft
SNG	103_26	1f	1100	12.11.2009_12:13	maiki_girl	lkjhffgyuui
climber	0006_d043_m11	30	2800	24.12.2009_09:19	j	8698976193387_8698976193394_000000564298_8698976193349_8698976193356_000000564281_8698976193363_8698976193370
one_more	b-127	26	2500	24.12.2009_10:04	j	b-127
semco	61098-03	m	1300	16.10.2009_13:10	rub_man	3400000096244
mirac	1628-p	36	2100	24.12.2009_09:56	j	pn881
perzoni	4489	40	1600	10.10.2009_09:29	bluza	1062638028466_3433885000297
climber	0007_s091_s03	28	3100	24.12.2009_09:10	j	8698976199181_8698976199129_8698976199174_8698976199167_8698976199143_8698976199143_8698976199150_8698976199136_8698976199181
khan	5222	2xl	950	23.09.2009_08:44	maika_man	juyrtertfghgvterghujn
khan	5002	l	850	09.09.2009_11:22	batnik	ujujijjgh7678
jordan	630	32	2200	28.08.2009_13:51	j	32112332233
climber	0014_d031_m11	36	2700	15.10.2009_12:13	j	lkjhgdfghjk
diesel	638	31	2200	24.12.2009_09:30	j	8036254387732
jp	614_01	2xl	1250	15.10.2009_11:28	j	lkjhgttyuhgfrtg
armani	10655	33	2500	16.10.2009_10:33	j_girl	kjhgfgjhhfrgv
dolce_gabbana	603	33	2800	25.10.2009_12:05	j_girl	(00)_9_0212646_94942
climber	0840_d150_s01	31	2900	30.08.2009_13:16	j	8698976081806_8698976081813_8698976079520_8698976079513_8698976079537_8698976079544_8698976079544_8698976079551_8698976079568
jack_polo	8475	2xl	950	15.10.2009_11:25	rub_man	kjhttujuhj
rozalio_baressa	34104	46	1500	11.09.2009_09:59	bluza	4586283341048
armani	10655	34	2500	04.01.2010_02:02	j_girl	kjhgfgjhhfrgv
kaptan	4630	xl-2xl	1500	28.10.2009_10:34	sviter	jdfhgfhgdjhjdgidgidggc
