avva	1133	2xl	1100	16.10.2009_10:21	vodolazka_man	8698668373646
la_peron	4050	l	650	23.09.2009_08:54	vodolazka	;lkijhfdfdghjkij
climber	0078_g061_s01	31	2850	15.08.2010_12:58	j	8698976274932
JP	612_01	xl	1250	15.10.2009_11:08	rub_man	kjhgfdghjh
climber	0091_d203_s01	29	2950	15.08.2010_12:19	j	8698976273768
blue_petrol	2051	xl	950	16.10.2009_10:21	maika_man	8699113168299
climber	0078_d170	32	3300	14.11.2010_13:50	j	0078d170
climber	0078_d170	30	3300	14.11.2010_13:50	j	0078d170
jack_polo	8524	3xl	1100	15.10.2009_11:22	rub_man	kjhgrtujgfdrt
climber	0086_d194_m15	36	3300	26.08.2010_13:14	j	8698976266951
