mirac	1955	29	2100	07.12.2011_13:49	j	19551955
tango	2636	36	1850	21.02.2010_09:05	bryki_girl	1000000003420
dvespid	096	34	1600	25.12.2011_10:16	j	096096096
jordan	760-1049	34	2800	06.11.2010_11:26	j_girl	760-1049
prodlgy	1143_black	29	1500	05.01.2010_18:44	j	11431143
climber	4061_0016_s01	l	1750	22.09.2009_12:42	sviter_man	8698976045679
into	906	44	1950	07.10.2011_12:00	bryki	906906
Le_Mirage	2700110	40	1500	03.09.2009_14:39	jubka	2102028126088
black_wind	3503	1malin	1100	03.01.2012_14:41	vodolazka	35033503
machine	ma58-11	44	1700	01.11.2011_11:16	j	ma58-11
climber	0282_d369	28	2900	07.12.2011_13:51	j	282d369
tamko	8114	m	1100	07.12.2011_13:41	sviter	81148114
blue_coco	856	27	1600	19.02.2011_08:33	j_girl	856856856
