climber	0038_g090	29	2700	26.06.2010_13:58	j	863683689320590360930295
climber	0433_g221_s026	28	2950	02.06.2012_09:49	j	0433g221s026
rivi	6904	m	600	14.07.2012_10:50	maika	85348529852895
climber	836_c015	30	1300	23.05.2013_11:49	rem	252859285925892859592
woom	10170	m	1700	12.07.2013_11:36	rub	859289285295829829
into	9380648	46	2200	12.07.2013_12:45	j	38682909602968025
into	936_len_t-bezh	44	2100	14.07.2012_10:05	j	936lent-bezh
jordan	770	34	1900	29.03.2011_10:56	j_girl	kjhgtyjgyuhg
modakol	13047	48	2600	23.05.2013_11:10	bryki	77384828828482728
climber	0495_k060_c044	33	2800	21.10.2012_11:31	j	495k060c044
climber	0138_p285_s001	s	1300	14.07.2012_10:59	rub	0138p285s001
climber	601_d321_s037	30	3200	30.03.2013_11:28	j	3578935783925920
bolero	3591	7	1900	07.07.2013_10:22	bluza	585295892828958
mirac	2255	42	2200	26.05.2013_12:22	j	3798545778743689
