climber	0016_d012	30	2950	15.10.2009_12:29	j	kkjdfftyhgfdftr5trg
sharf	sharf	1	250	16.10.2009_10:38	sharf	jfjjfjjf
jack_polo	548	xl	900	10.09.2009_12:35	rub_man	hfgjsikjfbsd
one_more	b-166	29	2500	24.12.2009_10:02	j_girl	b-166
friend	369	1	1300	17.12.2009_09:50	tunika	5fg6gf6g9
staccato	7001_black	xs	700	15.10.2009_14:51	vodolazka_girl	nghdhjjfjgjjdjgjd
g-star	1292	34	2700	15.10.2009_11:35	j	8717717407436
climber	0014_k043_s01	34	2300	25.10.2009_14:51	j	878987678765gvcv
mirac	1568_p-bttl	38	1950	24.12.2009_09:53	j	pn_632
climber	1018_p105_d18	2xl	1350	24.12.2009_10:31	rub_man	000000550055_8698976150670_8698976150694_8698976150700_000000550048
semco	61079-02	6xl	1450	09.12.2009_03:14	rub_man	3400000091171
