mirac	1870	38	2100	30.05.2011_10:10	j	18701870
jp	1626	xl	1200	24.06.2010_14:22	rub_man	87876ftfrt7
climber	0158_d271	33	2500	25.03.2011_10:10	j	0158d271
ceres	6096	48	2200	09.03.2012_11:28	plat'e	609660968495435643
gemko	12374	1	3500	16.08.2011_15:30	plat'e	1237412374
santoryo	4515	3xl	3500	30.05.2011_09:20	pidjak	4515
climber	b214_s116_d16	46	2800	30.05.2011_10:34	j	b214s116d16
climber	0095_p296_d18	xl	1250	18.03.2012_14:49	rubashka	0095p296d18
climber	0298_g216_m04	31	2900	09.03.2012_11:02	j	0298g216m04
blue_petrol	1957_belaja	l	900	30.05.2010_11:21	maika_girl	382578783578252
blue_petrol	1957_belaja	m	900	30.05.2010_11:21	maika_girl	382578783578252
climber	0298_g216_m04	34	2900	09.03.2012_11:02	j	0298g216m04
jp	1570	xl	1200	30.06.2011_10:09	rub_man	097865e42435678
rivi	1642	2xl	650	23.05.2010_13:32	maika_man	16421642
semco	8042-01	m	1200	14.04.2010_00:42	rubashka_men	3400000031245
mcl	23155	m	950	24.06.2010_13:59	maika_man	8786651234567887656889754
mcl	23155_bel	m	950	26.06.2010_13:50	maika_man	7654346576565435566643
climber	0077_0082_seraja	l	800	25.03.2011_10:54	maika_man	00770082seraja
semco	7202-02	6xl	1200	14.04.2010_22:10	rubashka_men	3400000022618
armani	3048_zheltaja	xl	700	06.04.2010_22:07	maika_man	hjfjjdjsjd
weaver	01892_0745_0004	36	2300	20.04.2010_21:51	j	8697688123736
climber	0043_t026_m11	34	2700	01.04.2011_15:04	j	85886584869368863963
simply_girl	5850	31	2100	02.09.2009_09:34	j	dfghhjik
simply_girl	5856	s	2100	02.09.2009_09:06	shtany	utr5678
aras	1366_bezh	40	1400	01.07.2011_15:30	bluza	1366bezh
raviysta	0068-1	33	1400	06.04.2012_11:06	j	0068-1
