dynamic	5308362	m	500	17.04.2010_00:26	maika_man	k44j53535f
shefly	0113	m	1600	01.07.2011_15:33	bluza	01130113
bricchino	2691	46	1700	01.07.2011_11:18	jubka	0010126900009
score	498_ser	xl	1100	30.05.2011_09:12	rub_man	498_ser
mcl	23214	l	1100	24.06.2010_13:57	maika_man	767765643456
diesel	560	29	2200	14.04.2010_00:09	j	086907475608
climber	0183_d166	38	2800	27.03.2011_10:43	j	0183d166
poem	348	42	1800	05.08.2010_12:00	kapri	hfgjjjfjjjf
santoryo	5716	54	1700	30.05.2011_09:18	kapri_man	57165716
woom	2659_bordo	xl	1200	30.05.2011_10:14	rub_man	2659_bordo
tonelli	03083_svetlaja	m	1200	07.07.2011_15:36	rub_man	dgreg3fv34tf34tf_cvxvcxvxcx
woom	2522	32	2700	29.05.2010_12:22	j	904893259899294586
mirac	1864	34	2100	30.05.2011_10:09	j	186418641864
modakol	3693_bel	44	2200	01.07.2011_15:38	brukigirl	36933693bel
dolce_gabbana_girl	770	28	1800	02.09.2009_09:45	j	56786543
kurosawa	003	31	1600	19.04.2011_12:23	j	00300330000
jack_polo	8709-14	xl	900	08.09.2009_09:22	rub_man	hfjjfjjfjjsss
