daniel_babetto	8006	l	1300	14.07.2012_13:27	rub	80066763873
jack_polo	8710-15	l	950	17.04.2010_00:36	rub_man	hugyuyuyvvyuk6
mirac	1870	36	2100	30.05.2011_10:10	j	18701870
daniel_babetto	8006	xl	1300	14.07.2012_13:27	rub	80066763873
redstar	goluboi	31	700	04.01.2010_22:58	j	goluboi
rodeo	3613	36	2800	23.12.2010_14:03	j_girl	36`33613
balerza	9050	46	2500	14.07.2012_09:56	bryk	905098764556
vips	5561	46	2500	25.08.2012_12:09	pidzhak	55616155
climber	0853_d166_m09	32	3400	30.08.2009_10:23	j	8698976132676_8698976132683_8698976132706_8698976132713_8698976132720_8698976132737_8698976132744
weaver	0801872	32	1950	01.04.2011_15:11	j	ghhh5664
climber	0049_p297_d18	2xl	1300	14.07.2012_10:59	rub	0049p297d18
versace	4650	29	2100	24.12.2009_10:22	j_girl	m4690
tango	2882	48	2600	07.12.2011_13:45	bryki	28822882
climber	0298_g216_m04	33	2900	09.03.2012_11:02	j	0298g216m04
berton	02	43	800	24.04.2010_23:04	rub_man	7748udhh4hh3ju
climber	0041_o100	xl	1400	04.09.2012_12:11	maika	0041o100
lacarino	9640	33	2600	07.10.2011_12:02	j_girl	96409640
climber	312_d404	38	2900	09.03.2012_11:11	j	312d404
la_peron	3415-2	l	1250	07.12.2011_12:11	batnik_man	3415-2
tommy_halfiger	1361	32	3100	09.03.2012_11:35	j	13611361
tommy_halfiger	1271	32	2800	07.12.2011_13:46	j	12711271
avic	1572	1	1300	07.12.2011_12:24	triko	15731572
jordan	760-1049	35	2800	06.11.2010_11:26	j_girl	760-1049
