euro_sport	1106	2xl	2500	16.03.2010_03:33	sport_kostym_man	11061106
jp	01_belaya	m	900	17.04.2010_00:32	rubashka_men	h4hhdujuifujju
climber	0056_d166_s03	38	2600	16.03.2010_01:49	j	000000610582_000000610575_000000610568_000000610551_000000610544_000000610520_000000610537_000000610599
jordan	d-074	31	1900	15.10.2009_12:53	j_girls	kjhfdrftyu
metca	3248_black	xl	1200	16.10.2009_10:18	triko	hyfghijoikjuhgfd
lagerfelo	07558	xl	700	08.09.2009_13:08	maika_man	jgjuuguidddd
armani	3019	xl	750	09.09.2009_08:55	maika_man	u85u3hj4j5jj5
metca	3248_seryi	xl	1200	16.10.2009_10:18	triko	oiuygftyyuiui8i
climber_black	0857_g073_s01	38	2500	30.08.2009_10:33	j	8698976130481_8698976130511_8698976130498_8698976130528_8698976130535
quick_match	1820	l	450	28.02.2010_07:56	maika_man	18201820
obsess	502_8694	2xl	500	17.04.2010_00:20	maika_man	jejgdjghdjgj
DA	72845	m	2800	09.09.2009_12:25	kurtka_man	7728450000007
into	215_0330	xl	3200	22.10.2009_10:49	kurtka	00002150330000881109
TS	622	25	1600	25.01.2010_23:06	j_girl	622622
armani	101_belaja	3	650	09.09.2009_09:10	maika_men	j4j234jdjf4
climber	0013_d166_s03	28	2800	16.03.2010_01:53	j	000000609845_000000609838_000000609821_000000609791__000000609791_000000609807_000000609814_000000609784
climber	0864_g067_c02	30	2500	20.04.2010_21:47	j	8698976114436_8698976114443_8698976114450_8698976114467
climber	0850_g072_s01	30	2400	24.12.2009_09:25	j	8698976141944_8698976141982_8698976141975_8698976141951_8698976141968_8698976142019_8698976142002_8698976141999
