machigan_velivet	323	30	1250	05.01.2010_18:07	j	1668824112003_1668824112003
Calvin_Klein	19112	42	1500	11.11.2011_12:04	j_utep	19112utep
regass	853161	42	1700	08.12.2011_09:36	j	853161
climber	1018_p105_d18	l	1350	24.12.2009_10:31	rub_man	000000550055_8698976150670_8698976150694_8698976150700_000000550048
climber	0861_d176_m11	32	2500	29.08.2009_11:06	j	8698976112784_8698976112791_8698976112814_8698976112807_8698976112821_8698976112845
machigan_velivet	323	29	1250	05.01.2010_18:07	j	1668824112003_1668824112003
climber	0999_d003_m11	32	2850	02.11.2011_09:32	j	8698976054794_8698976054770_8698976054787_8698976054817_8698976054800_8698976054831_8698976054848
climber	0323_d397	29	3100	07.12.2011_13:54	j	323d397
pakko	1408	1	1100	07.12.2011_12:27	kofta	14081408
montana	9121	29	1600	15.01.2011_11:01	j	912191219121
mirac	1756	32	2300	06.11.2010_12:54	j	17561756
dvespid	096	28	1600	25.12.2011_10:16	j	096096096
jackwins	919	2xl	950	25.03.2011_12:48	rubaska_man	hghhedhjhthncbhre3
la_peron	2652_1	4xl	1250	09.09.2009_11:23	batnik	jfjjfjskjfjs
rivi	9205_black	2xl	1200	16.10.2009_10:12	tolstovka	lihugdtyuhy
semco	20783_2721	5xl	1600	06.10.2011_10:57	rub_man	207832721
weaver	01534_0332_0121	29	2200	29.08.2009_13:02	j	8697688104438_8697688104445
blue_coco	856	29	1600	19.02.2011_08:33	j_girl	856856856
super_ship	5315	40	1200	05.01.2010_19:08	j	53155315
blue_coco	856	28	1600	19.02.2011_08:33	j_girl	856856856
voess	a8001b-2-519	33	1200	03.05.2011_08:14	j	a8001b-2-519
climber	0023_0019_s01	2xl	1950	07.09.2010_11:31	sviter	00230019s01
semco	10957-1895	xl	1500	22.12.2010_13:15	rub_man	10957-1895
racing_car	1059	34	1700	27.09.2011_09:46	j	10591059
tamko	8003_seryi	xl	1100	22.12.2010_13:35	sviterok	8003seryi
prodlgy	1143_black	34	1500	05.01.2010_18:44	j	11431143
regass	853239	30	1700	25.12.2011_10:22	j	853239
tommy	082	34	2500	07.10.2011_12:00	j	00820082
climber	511_d255	34	2700	30.12.2011_13:34	j	511_d255
climber	0922_k06_s01	33	2300	30.12.2011_13:37	j	000000290289_000000290241_000000290265
climber	0284_d363	33	3100	07.12.2011_13:52	j	284d363
climber	0021_s220	34	2700	07.10.2011_11:09	bryki_man	0021s220
climber	0323_d397	28	3100	07.12.2011_13:54	j	323d397
climber	0356_d394	34	3100	07.12.2011_13:51	j	356d394
