into	8038	2xl	1300	22.12.2010_13:34	tolstovka	80388038
jordan_girl	076-34	35	1800	02.09.2009_10:38	j	77389398547892
jackwins	918	m	950	09.03.2010_23:02	rub_man	jhjrjejetgje
velocity	vl58-m11	40	1700	15.02.2011_08:47	j	9ji889bh4
mirac	1742	40	2300	19.02.2011_09:11	j	17421742
climber	0992_d148_s01	30	2400	16.03.2010_01:43	j	8698976074815_8698976101528_8698976101511_8698976074839_8698976074808_8698976074792_8698976101535_8698976074822
climber	0089_d203_s01	34	3200	06.11.2010_14:11	j	8698976271320
semco	10948-1861	3xl	1600	22.12.2010_13:18	rub_man	10948-1861
climber	0079_s092_s01	38	2950	26.08.2010_12:59	j	8698976268443
tonelli	03064_si	2xl	1350	31.12.2010_14:11	rub_man	toneljjhdjkj
jordan	1068-255	30	2500	19.02.2011_09:22	j	1068-255
into	8050_haki	l	1300	17.12.2009_10:53	batnik	63jhsd894/\\-=
rivi	9211_ser	xl	1200	16.10.2009_10:13	tolstovka	gdfgyhhftghknjbn
tamko	5566	xl	900	23.12.2010_14:02	maika_man	55665566
millionair	9046-885	4xl	1600	22.12.2010_13:17	rub_man	9046-885
into	8020_black	2xl	1200	22.12.2010_12:51	maika_man	8020202023
JP	612_01	l	1250	15.10.2009_11:08	rub_man	kjhgfdghjh
climber	0064_d032_s01	33	2900	26.08.2010_11:11	j	8698976270408
climber	0032_0043_s01	m	1950	05.10.2010_12:07	sviter	00320043s01
tonelli	03064_seryi	m	1350	06.11.2010_12:29	rub_man	03064_srryi
daniel_bebeto	02-8001	s	750	08.09.2009_09:13	rub_men	gugyfttrtyu
wienella	837_sin	2	1600	22.12.2010_13:09	bluza	837sinnn
baraci	1261	44	6500	06.11.2010_11:45	kostym_girl	126112611261
climber	0992_d146_s01	46	3200	30.08.2009_13:44	j	8698976066650_8698976079759_8698976079742_8698976079766
