semco	58239-09	m	1350	19.09.2009_12:35	rub_man	3400000042111
riul	5200	m	800	08.09.2009_12:23	maika_men	uufuudu4323
energie	424	31	2100	27.09.2009_09:31	j	086907474243
climber_black	0857_g073_s01	32	2500	30.08.2009_10:33	j	8698976130481_8698976130511_8698976130498_8698976130528_8698976130535
jackwins	920	l	950	10.09.2009_12:29	rub_man	jvfjjeujgujjejf
tello	401	33	900	09.09.2009_13:44	shtany	jhgjkihgyfyuyhi
steering_girl	31a-10-1a	28	1300	01.09.2009_13:06	j	S5831386-0
dynamic	19522503_zelen	l	1100	09.09.2009_12:31	tolstovka	hhgfbshfhsfhsfhf
vigoss	9530_golub	l	1500	10.09.2009_10:09	kurtka_girl	8698478084732
jordan_girl	070-177	27	1950	01.09.2009_12:32	j	01402506789
avva	1126	m	850	21.09.2009_14:12	vodolazka_man	8698668081091
jordan_girl	068-312	32	1700	02.09.2009_10:25	j	78768yhyjh
diesel	509	29	2200	26.08.2009_14:21	j	098956432
climber	0955_g17_s01	31	2500	28.08.2009_10:43	j	546775642123_000000350198_000000350181
