climber	0038_g090_black	31	2700	08.07.2010_16:34	j	66667282839480394
varxdar	138_b	34	1600	28.01.2011_12:59	j	8698515219080
jackwins	920	2xl	950	25.03.2011_12:47	rub_man	jvfjjeujgujjejf
blue_petrol	1928	xl	950	16.10.2009_10:20	maika_man	8699113061569
wienella	837_sin	3	1600	22.12.2010_13:09	bluza	837sinnn
nexx	9471	48	2800	06.03.2011_10:19	plat'e	947194719471
climber	0220_g154_s01	38	2800	25.03.2011_09:54	j	0220g154s01
climber	0170_d166	34	2700	25.03.2011_10:07	j	rt6gt678g88y7679
tommy_hilfiger	259	36	2600	19.02.2011_08:58	j	1234567123455
climber	1018_p105_d18	xl	1350	24.12.2009_10:31	rub_man	000000550055_8698976150670_8698976150694_8698976150700_000000550048
lacarino	7841	30	2500	23.12.2010_14:04	j_girl	78417841
ftz_wooman	02724	2	1500	06.03.2011_10:13	tynika	0272402724
